category	repo	stars	note
ui	PureIsntHere/Realtra	1	Réaltra - A new gen Roblox UI Library
ui	Quamatic/rbx-react-redux	1	React bindings for Roblox Redux
ui	RedstoneSC/Roblox2016Icons	1	Roblox 2016 icons rework, malware removal + tutorial rework. Manual setup included! By the way, do not go to the original one. I forked this just to help pla...
ui	revvy02/miu	1	elegant immediate mode ui on roblox
ui	riddance-club/ui	1	extremely customisable (shit) ui library for roblox games
ui	RJDev-RBX/notify	1	A simple module to send notifications to users.
ui	ROBLCX/SkeuoBLOX	1	Skeuomorphic ROBLOX website theme (WIP)
ui	rsasaki0109/game_product_ws	1	🎮 8 browser games + 11 Roblox games. Play now: https://rsasaki0109.github.io/game_product_ws/
ui	ryanhenrique667/LuaImGui	1	ImGui feito em Lua para usar dentro do roblox e fazer seu proprio menu customizado
ui	samudithTharindaka/Expandable-Game-menu	1	the roblox game menu that can expand and de-expand so it can help the players to see the screen without much details
ui	scotdotwtf/darkrooms	1	theme roblox however you want
ui	scriptsploit/C00lLib	1	A UI library based on the C00lGui.
ui	sczwazaxd-cpu/HerGui	1	Script GUI para Roblox con TP, FUN y KillTp
ui	Senko3141/delayed_notifications_roblox	1	Simple notifications system made with SetCore("SendNotification"). Scripted on the ROBLOX platform.
ui	seph1709/stock-notifier-gag	1	Stock Notifier for Grow a Garden (Roblox) on Android
ui	Sh1r0ko11/EasyTP	1	Easy Roblox TP UI, tp with a button, minimize UI
ui	shawn-hillstrom/spartans-admin	1	Spartan's Admin is an administrative system designed for game administrators in Roblox. The system gives privileged users access to a variety of useful comma...
ui	shelbus999/tridentui	1	A professional, web based visual editor designed for Roblox developers to create high quality user interfaces with ease.
ui	shourya-fx/MonoFlick	1	A clean and modern Roblox cursor pack designed to enhance your UI with smooth, minimal visuals
ui	ShouxTech/roblox-inventory-system	1	Inventory system for Roblox made in roblox-ts.
ui	shuvmaybe/rilo	1	Very simple, lightweight Roblox Studio Themer
ui	SinisterZombie/Roblox-custom-ads	1	This is for Roblox legacy Old theme
ui	sinnafuls/ObsidianUltra-Rust	1	A Rust port of the Obsidian Roblox UI library
ui	sirius-menu/rayfield	1	The best Roblox UI Library.
ui	SleepyLama/UI-Library-Rewritten	1	An roblox ui script library rewritten by me
ui	Smail686/Roblox-Account-Monitor	1	Roblox Account Monitor - web application for tracking account statuses with Telegram notifications. Each user tracks their accounts, receives alerts about st...
ui	SMS1337/prochat	1	lightweight open-source chat client for ROBLOX games
ui	snapRBX/SnapScripts	1	Official Repo for the UnPiggy Script/GUI made for Roblox's Piggy
ui	someunknowndude/Hillware	1	GUI for the Roblox to Brick Hill connector game
ui	SquidGurr/CascadeUI	1	UI library for Roblox
ui	srb2thepast/Past-Gui	1	A 2D game engine designed for Roblox.
ui	SteveTheAnimator/Gorilla-Chat	1	A mod where you can commit roblox chat
ui	strivingforperfection/DiscordRobloxChatLogger	1	A chat logger for Roblox that uses Discord webhooks for logging chats.
ui	strivingforperfection/RobloxChatTags	1	A chat tag system for Roblox's TextChatService.
ui	StupidProAArsenal/Roblox-UI-Librarys	1	Awesome & Fresh UI Library on here!
ui	synergence/rich-text-stream	1	A way to build Roblox rich text without the clutter.
ui	tensuraispeak/Hextia-Ui-Libary---Roblox	1	A ui libary for roblox
ui	tenulty/base-ui	1	an awesome UI builder for Roblox Luau, with ref implementation and a port of tailwindcss classes
ui	Th30r1x/Menu	1	je vous presente le script d'un menu en lua pour votre jeu roblox
ui	TheLuaCoderDude/DropLibRevamped	1	Dropdown Ui Library In Lua Code For Roblox
ui	TheMasterBuildr/mistura-vscode-theme	1	Mistura is a soothing blend of Roblox Studio, Dracula & Nocture combined to create an elegant, low contrast color palette. Great for long coding sessions thr...
ui	TheOrangeHoodie/RobloxInventorySystem	1	A simple inventory system for survival like games
ui	thoriumactinide/c00lguiassets	1	A cool GUI for Roblox! Just, use this in your own game..
ui	TinyGamesCoding/MC-Safechat	1	Adds Roblox's Safechat menu from 2007-2014, in Minecraft's chat menu!
ui	tntmaster1385/ServerLib	1	A Roblox UI Library created by Server
ui	topneyz/teleport-gui-roblox	1	tp gui for roblox
ui	ttague222/PlayBeacon-Mobile	1	Roblox game discovery app for teens and Roblox players, on iOS and Android
ui	Ukuroks-games/UILib	1	small library that implement some UI elements
ui	UnknownAMD/Chat-Mimicker-V1	1	Chat Mimicker V1 is a roblox chat mimicking lua script that I made for my brother.
ui	Unwalker1337/AkanUIlibrary	1	ui library for roblox
ui	usernamethisorthat/VoltilsUI	1	Introducing you to Voltils UI Library for Roblox!
ui	VapeVoidware/RiseForRoblox	1	Rise UI for Voidware
ui	VapexGit/TileSweep	1	TileSweep module for Roblox games. Easy to use, configure and change.
ui	vikrantbasak15-lgtm/roblox-games	1	Roblox games built with Lua by a 14 y/o game dev. Custom mechanics, UI, and gameplay systems made in Roblox Studio.
ui	vinh-not-real/CUBEgui-Library	1	A UI library for roblox
ui	Votrae/Roblox-Font	1	Hello, This is for custom roblox fonts, Very easy to do - Just follow my steps.
ui	VoxLenox/RobloxBuilderIconList	1	Automatically generated list of Roblox builder icons
ui	vuta50828-cmd/Cyber-2077-script	1	Cyberpunk inspired Roblox UI
ui	waledsobhyt4-ui/AmberAlert-GUI	1	Mit krassen script für amber alert ⚠️ roblox game
ui	WaviestBalloon/Bloxtivity	1	Get OS live notifications about your friend's activity on Roblox! Works on Windows and Linux.
ui	wiggle1000/RBLX-Tilemap-System	1	Part of a 2D engine implemented using Roblox UI objects
ui	wssilxo/BE2GUI	1	Blood Engine 2 GUI - ROBLOX
ui	x6nny/MarketplaceService-Wrapper	1	A typed Lua module for Roblox Studio that provides a clean, reliable interface for interacting with the MarketplaceService.
ui	xpeuvr327/robloxrtfeditor	1	Format RTF text in Roblox Studio
ui	xSwezan/ModernBackpack	1	Modernized Backpack for Roblox
ui	xXGeminiXx/PS99Companion	1	A companion GUI i'm building for PS99 in Roblox
ui	ye9r/skeet-ui-lib-roblox	1	a skeet/gamesense ui lib for roblox made by xander (6vd on discord)
ui	yenkgg/LinoriaLib	1	A really clean and modern fork of the Linoria Library
ui	Yuvald12321/roblox_shortcut_creator	1	A fast Windows tool to create Roblox desktop shortcuts with official icons in one click.
ui	zebraKat/UitoRBX	1	Convert UI from roblox studio into Roblox's Catweb. https://www.roblox.com/games/16855862021/CatWeb-Make-a-Website
ui	zrdub/MoneyThrow-Free	1	A free Roblox Money Throw system with responsive GUI, customizable denominations, RemoteEvents, and a clean folder structure for easy integration into any game.
vehicles	Treelon/ptfs-charts	93	Charts for the Roblox game Pilot Training Flight Simulator
vehicles	ptfstools/Vector24	10	A simple beginner alternative vector client used for ATC24. Used for giving a precision compass heading to planes in the Roblox game Pilot Training Flight Si...
vehicles	scr-autopilot/scr-autopilot	9	🚄 The only fully automatic autopilot for Stepford County Railway.
vehicles	jake-baxter/rblx-train-driving-system	8	A WIP Roblox Train Driving System simply for anyone to use.
vehicles	paswa-dev/ViewspaceToPng	6	Takes a Viewspace/Plane area, and creates a roblox image out of it. This is a work in progress and is not fully optimized, so feel free to assist in optimizi...
vehicles	regibus361/OpenRoSig	5	UK-based rail signalling system for Roblox train simulators.
vehicles	TheEveEye/SCR-Realism-Project	4	Our goal is to create a perfectly timed timetable for all stations and drivers in the Roblox Game "Stepford County Railway"
vehicles	cityuserGH/ptfsperf	2	Calculate aircraft performance in Pilot Training Flight Simulator (PTFS) on Roblox
vehicles	SanMein/Pilot-Flight-Calculator	2	Multiple Calculator for Roblox mode - Aeronautica
vehicles	123gurshaan97/Vehicle-Legends	1	This game is like the vehicle Legends and if you win a Bugatti you'll get 2,000 billion Roblox
vehicles	belarusian/Sigurd20202-s-Place	1	A Roblox open-world obby / flight course with coin collection, treasure chests, NPC dialogue, and a shop system. Built with Luau + Rojo.
vehicles	cfuenlabs/detonary	1	A bombastic search engine to help you train for Roblox's Word Bomb
vehicles	Community-Shipyards/sevenbot	1	djs bot programmed specifically for Community Shipyards/Perdere
vehicles	cyrus01337/narugoku-shipgundam	1	Funky anime battle game on Roblox
vehicles	danarsjow/RBLX_FuelSystem_Percentage	1	Fuel System in % for Roblox A-Chassis
vehicles	danarsjow/RBLX_TyreWear_Regen	1	Tyre Wear Regenerator for Roblox A-Chassis
vehicles	DevDodger/Dchassis	1	Dchassis for roblox cars.
vehicles	devhykka/pfdata	1	Multiple sources of data for the Project Flight flight simulator on Roblox.
vehicles	devvalkyrie/Roblox-Car-Spotting-Website	1	This is a website made by me where I post a cool cars that I saw in Roblox Greenville and Southwest Florida
vehicles	disownh8r/h8r-script	1	Roblox multi-tool script, specifically made for Mic-Up. Includes features such as shift-speed, fly, noclip and voice-chat unsuspension..
vehicles	downj05/ROBLOX-Flytool	1	External flight tool for ROBLOX, using Pymem for process read/write.
vehicles	Drexen-Zikauni/RobloxGalaxyPlayerInventoriesDatabase	1	A database that contains about 8000 to 9000 player's observed ship inventory.
vehicles	ehenry344/A-Chassis-Debug-Tool-	1	Roblox Studio Plugin designed to help programmers determine error laden scripts within their achassis vehicle plugins folder, and allows them to highlight an...
vehicles	Ericberpa/fly-gui	1	Fly GUI v4 by EricBerpa: Roblox client flight controller with keyboard and touch controls.
vehicles	FlightLineCharts/flightlinecharts.github.io	1	Online Charts & Guides for playing FLIGHTLINE, Roblox Flight Simulator
vehicles	fwlxpro/brm5	1	A simple tool for BRM5 helicopter pilots to record their flights and replay them later. Fly your route once, save it, and come back anytime to replay the sam...
vehicles	Gianworld/NBA2kRoblox	1	Here you can play 5v5 and friendly match in mypark where you can train, you can explore in mypark buy accessories and all that and show urself who you really...
vehicles	GuaveTree/Raycast-Suspension-System-in-Roblox	1	My first try making suspension in Roblox without type checking and OOP for now. I'm still working on it
vehicles	IndianVersion/Planes	1	i dont utilize what roblox studio gives me, i make it utilize what i give it
vehicles	isLenk/Shipwreck-Roblox-Game	1	A year long game development project started 09/01/2017 which greatly increased my CS problem-solving skills.
vehicles	Kyariko/KChassis-for-Roblox	1	Kchassis is a basic raycast chassis implementation for Roblox games.
vehicles	Lumen142/Roblox-AC6-FIX	1	“A-Chassis Tune” automatically kicks players from the server if they have audio playback issues in certain versions.
vehicles	MadChillRBLX/MONTERNA-BIGSUR-CODE	1	Hi and welcome to monterna's new project for roblox the project is a car game in roblox
vehicles	MUS15037/Your-MUS15037.github.io	1	This website is a unblocked game website
vehicles	OOPete/Racing-Game	1	Small racing game created on roblox
vehicles	PGC-Interactive/ZenSpawner	1	ZenSpawner is a car spawner system designed to spawn A-Chassis cars via AssetIds. It is designed for games that have issues with Roblox's memory limit and ha...
vehicles	scr-randomizer/scr-randomizer.github.io	1	A driving options randomizer for the Roblox railway network simulation game, Stepford County Railway. LINK BELOW:
vehicles	Stayroh/Train-System	1	A Roblox-Train-System with arc path and perfectly smooth alignment
vehicles	talonbrinkman/Autopilot-Software	1	A drive script that controls a roblox vehicle with built in Autopilot.
vehicles	tommyorwhat/VoiceWatch	1	A privacy-first lightweight Windows tray app that tracks Roblox voice chat suspension timers and notifies you when VC is restored.
vehicles	tukamate/robloxdeadrails	1	Can Someone Send Me the Cattle Car in Roblox Dead Rails? My User Is TUKAMATE
vehicles	vatssavvya/ROBLOX-Obby-Showdown	1	A competitive, fast-paced multiplayer obstacle-course racing game built in Roblox. Features skill-based movement mechanics, real-time queues, voting, strateg...
vehicles	woody-willis/british-railway-auto-drive	1	A Python script that automatically drives the class 170 in British Railway on Roblox.
vehicles	WormDude/AeroCraftle	1	A game for aircraft in the ROBLOX game Aeronautica
vehicles	mikenappi/Project-Racer	0	Roblox Racing Game :)
vehicles	olafier/Roblox-Emergency-Situations-on-Plane	0	Educational Roblox simulation teaching in-flight emergency procedures through hands-on practice, with built-in pre-test/post-test scoring · SP344 Software En...
vehicles	pacn3t/robloxracingsim	0	Portfolio: Roblox Racing Sim (Mario Kart Inspired)
vehicles	polkkolk/WHEELS	0	Wheelchair Racing Game - Roblox
vehicles	ricarditorich/roblox-racing	0	Proyecto de generación automática de juegos Roblox con DeepSeek y n8n
vehicles	Winnie7050/roblox-car-pulling-game	0	A Roblox game where players pull cars with physics-based rope mechanics
vfx	SamyBlue/Lightning-Beams	85	Optimised, Lightweight, and highly customisable Lightning Effects for use in Roblox. Uses layered, moving perlin noise, uniform disk-point picking, and bezie...
vfx	toastering/rbxsilent	55	Turn your roblox client "headless" via disabling rendering.
vfx	dylannoor/Roshade	52	An installation package made in NSIS for installing Reshade presets and shaders to Roblox.
vfx	OttoHatt/modelrender	42	Batch rendering, downscaling, and upload of Roblox asset icons.
vfx	andrewwongwong/RobloxBot	30	Automated bots based on pixel video images of Roblox
vfx	Extravi/Installer	25	Installer by sitiom and Extravi to install ReShade into Roblox, written in NSIS. It fetches the latest versions of shaders and ReShade from Github.
vfx	catb0x/Roblox-Shaders-Guide	15	Guide for NVIDIA Roblox Shaders
vfx	nuttolum/UIParticle	12	An attempt at replicating the ROBLOX ParticleEmitters as closely as possible in 2D UIs
vfx	ornjxx/roblox-beam-methods	12	This program is for educational purposes only. How you use this program is your responsibility. I will not be held accountable for any illegal activities.
vfx	ContactRecipient/RobloxWebClient	11	Roblox web client! Can render roblox games inside of webgl! its coded like absolute shit!
